method,query_song_name,query_song_genre,match_1,match_1_genre,match_2,match_2_genre,match_3,match_3_genre
raw cosine,Josey,punk,Carnt Be Trusted,pop,The Way It Is,rock,Earthless,folk
raw cosine,1-2 Crush On You,punk,Auntie (Ma-Ma-Ma Belle),rock,Holdin' On [Missin' U] (Album Version),r&b/soul,System,pop
raw cosine,Brand New Cadillac,punk,She's A Runner (24-Bit Digitally Remastered 02),rock,Over You Blues,blues,That's My Baby,blues
raw cosine,Cool Confusion,punk,Stranger In Paradise,r&b/soul,The What,hip hop,In Deh,reggae
raw cosine,First Night Back In London,punk,Baby Phife's Return,hip hop,El Paso,rock,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop
raw cosine,Inoculated City,punk,The 4th Branch,hip hop,Masquerade,classical,Adam_ Where Are You?,country
raw cosine,Lost In The Supermarket,punk,Raven In The Storm,folk,The Moon,jazz,Can't Take This (Album Version),punk
raw cosine,Overpowered By Funk,punk,One Nation Under A Groove,r&b/soul,Club Megamix,rock,Mr. Big,rock
raw cosine,Automatic Man (Album Version),punk,Who Is He? (And What Is He To You?),r&b/soul,Old Hippie,country,Possessed To Skate,metal
raw cosine,Chimaera (Album Version),punk,She's The Source,rock,What You Became,metal,Roots,reggae
raw cosine,Damned to Be Free (Album Version),punk,Ridiculous,hip hop,Fixed,hip hop,Lovely Thing,pop
raw cosine,Get Off,punk,Book Of Life,hip hop,Runaway,hip hop,Someday I Suppose,reggae
raw cosine,Juneau,punk,Switchblade,hip hop,Raven In The Storm,folk,Super Reality,metal
raw cosine,Another The letter,punk,Prologue,metal,Israel,classical,Requiem for a Dive,electronic
raw cosine,Strange,punk,Trilogy,r&b/soul,Arms Around Me (BBC 6Music Session),rock,Bought & Sold,jazz
raw cosine,Dude_ What Is a Land Pirate?,punk,Ghosts Of You,pop,Undead,hip hop,Slowes' Comb/The May 4th Movement starring Doodlebug,reggae
raw cosine,Again I Go Unnoticed,punk,Other Side of Day,rock,The Awakening,metal,Lord Of The Damned,metal
raw cosine,Carry This Picture,punk,I Believe,classical,The Car Song,reggae,Soul Into Hades,metal
raw cosine,U R The One,r&b/soul,Run The Show,r&b/soul,Tell Me (Acoustic),folk,Breakin Me,blues
raw cosine,Ain't No Way (You Won't Love Me),r&b/soul,Stumble,pop,You Don't Know Me,r&b/soul,Play With Fire,pop
raw cosine,Nice & Slow,r&b/soul,I Wanna Know,blues,Look What You've Done For Me,r&b/soul,Only When ur Lonely,r&b/soul
raw cosine,Roni,r&b/soul,She Passed By My Window,rock,My One And Only Love,jazz,She's In Love,country
raw cosine,Damage,r&b/soul,Kickin' It With Your Girlfriend,r&b/soul,I Will Survive,jazz,Everytime I...,r&b/soul
raw cosine,Gotta Be Ur Man,r&b/soul,I Apologize,pop,Happy Song (Tonite),r&b/soul,Getting Over You,r&b/soul
raw cosine,Birthmark,r&b/soul,When Did Your Heart Go Missing?,rock,Where Is Your Heart At?,jazz,Heart Attack,rock
raw cosine,Don't You Say No,r&b/soul,Don't Say Goodbye,r&b/soul,If You Can't Smile And Say Yes,jazz,Don't Bother Me (Bad Brains),punk
raw cosine,Kickin' It With Your Girlfriend,r&b/soul,Guitar Playin',hip hop,I Didn't Know That You Cared,electronic,Hook,blues
raw cosine,Rise Up,r&b/soul,Rise,hip hop,S.U.C.,hip hop,Undead,hip hop
raw cosine,Joy Ride,r&b/soul,Magical,hip hop,We've Got Ourselves In Love ,jazz,Lovers In Captivity,rock
raw cosine,Sprung,r&b/soul,Rescue Me,punk,Alguien Real (Baby_ I'm In Love),latin,Supply & Demand,folk
raw cosine,Never Too Much,r&b/soul,She's Funny That Way,jazz,Heavenly,r&b/soul,I Ain't Never,country
raw cosine,Chocolate Factory,r&b/soul,A Day To Myself,folk,Second Nature,folk,Sweet,country
raw cosine,I Mean (I Don't Mean It),r&b/soul,Random I Am (Album Version),punk,I Don't Want To Talk About It,hip hop,Shoo Be Doo,r&b/soul
raw cosine,In The Kitchen,r&b/soul,Crowded Avenue,electronic,Them Jeans,hip hop,Time And Space,electronic
raw cosine,Distance And Time,r&b/soul,Promise Me,pop,My Forfeit,metal,Get Sick Soon,folk
raw cosine,Lover Man,r&b/soul,Can't Do Without You,r&b/soul,Hair,hip hop,She's On Drugs,rock
raw cosine,Nobody Not Really (Interlude),r&b/soul,Down The Dirt Road Blues,blues,Confessional,rock,Pain,hip hop
raw cosine,Piano & I,r&b/soul,Without You,r&b/soul,Heartattack,punk,Honest Expression,hip hop
raw cosine,Tell You Something (Nana's Reprise),r&b/soul,Ball Peen Hammer,blues,Tuesday Night,folk,Love Affair,r&b/soul
raw cosine,Try Sleeping With A Broken Heart,r&b/soul,Never Gonna Give You Up,r&b/soul,Fast As I Can,folk,Go On Ahead,rock
raw cosine,Why Do I Feel So Sad,r&b/soul,Try Our Love Again,r&b/soul,Freezin In The Cold,hip hop,Lost Horizon,pop
raw cosine,Lovin U,r&b/soul,Rhythm Is Love,r&b/soul,Easy,r&b/soul,Dead Love,rock
raw cosine,My Ride,r&b/soul,Strictly 4 My N.I.G.G.A.Z.,hip hop,In My Heart,jazz,Bump,hip hop
raw cosine,Starting All Over,r&b/soul,8 Mile,hip hop,I Don't Need This,electronic,Hook,blues
raw cosine,Oh Boy,r&b/soul,Best Friend,r&b/soul,Dust My Broom,blues,Dust My Broom,blues
raw cosine,Maybe,r&b/soul,So What'Cha Want (Butt Naked Version) (Explicit) (2009 Digital Remaster),hip hop,On the Outside,folk,Club Megamix,rock
raw cosine,Stuck In the Middle,r&b/soul,Never Love You,r&b/soul,Interlude 5,r&b/soul,So Much Love/Underture,jazz
raw cosine,Bump What Your Friends Say,r&b/soul,If Only You Knew,r&b/soul,Never Meant To Be,r&b/soul,My Darling,hip hop
raw cosine,Smack Dab In The Middle,r&b/soul,Man In White,country,Safe + Sound,hip hop,Heavily Sedated,metal
raw cosine,Don't You Know,r&b/soul,Naked,r&b/soul,Love Was Here,hip hop,Baby Come Back,blues
raw cosine,All I Ever Think About,r&b/soul,Revenge,metal,I Think I Love You,reggae,Club Megamix,rock
raw cosine,(You Were Made) Especially For Me,r&b/soul,Not Your Baby,pop,Don't Bother Me (Bad Brains),punk,Give Me What I Want (LP Version),r&b/soul
raw cosine,I Was Made To Love Her,r&b/soul,Electric Lady,r&b/soul,Cryin',blues,Heartbeat,rock
raw cosine,Bridge Over Troubled Water,r&b/soul,To The Limit,r&b/soul,It's All Up To You,r&b/soul,Hunter killer,metal
raw cosine,Goin' Back To Indiana,r&b/soul,hoodie ninja,hip hop,Who I Am,country,8 Mile,hip hop
raw cosine,Lookin' Through The Windows,r&b/soul,Insectica,punk,Dark Therapy,pop,Unexplained,hip hop
raw cosine,You've Changed,r&b/soul,Nasty Grind,r&b/soul,Skinhead Moonstomp,reggae,Wrong Way,rock
raw cosine,Switch!,r&b/soul,Pervert,electronic,Book Of Life,hip hop,Everytime I...,r&b/soul
raw cosine,One World (Not Three),reggae,Revolution,blues,Imagine,r&b/soul,One Tribe,hip hop
raw cosine,Close My Eyes,reggae,Just What Can Happen,hip hop,Days Like These,reggae,Switchblade,hip hop
raw cosine,Exaltation,reggae,Immortal Chant,metal,There Will Be Blood Tonight,metal,The Girl That I Marry,jazz
raw cosine,Fire and Heights,reggae,Clickety Clack,hip hop,Preacher On A Sunday Morning,hip hop,Snoopafella (Edited),hip hop
raw cosine,Jerusalem,reggae,When Cheating Had Feeling,punk,Rap Promoter,hip hop,Not Your Baby,pop
raw cosine,Warrior,reggae,Colony,folk,Clickety Clack,hip hop,Now That the Buffalo's Gone,folk
raw cosine,Don't Push,reggae,Guitar Playin',hip hop,Time,hip hop,Bad Mutha,hip hop
raw cosine,Pawn Shop,reggae,Upside Down From Here,electronic,Underwater,pop,Something Written,jazz
raw cosine,See you in the Light,reggae,I Live In A Suitcase,electronic,Heavily Sedated,metal,The Irony Of It All (Album Version),electronic
raw cosine,Sweet Little Lies,reggae,Salva Mea,electronic,Tell Me,r&b/soul,I Get Evil,blues
raw cosine,The Way You Make Me Feel,reggae,Pressure,electronic,Club Megamix,rock,Time To Grow,r&b/soul
raw cosine,Grito Mundial,reggae,El Arado,latin,Milonga Del Solitario,folk,League Chicanos,latin
raw cosine,Get This Party Started: Ghost Remix,reggae,Catastrophe,punk,Midnight Man,rock,It's A Party,hip hop
raw cosine,Africa Unite,reggae,Heavy Metal Universe (live),metal,Black Milk,electronic,The 4th Branch,hip hop
raw cosine,Could You Be Loved,reggae,Could It Be I'm Falling In Love,r&b/soul,It's Not OK [Live From London],rock,I Will Be Waiting,pop
raw cosine,No Water,reggae,A Groovy Kind Of Love (Live),pop,Sweet Misery,r&b/soul,Black Magic Woman,blues
raw cosine,One Love / People Get Ready,reggae,One Tribe,hip hop,One Love At A Time,jazz,One Love,pop
raw cosine,Try Me,reggae,Try Me Again,country,I Need You,hip hop,Peel Me A Grape,jazz
raw cosine,Baby We've Got A Date (Rock It Baby),reggae,Where Did Our Love Go,rock,Getting Late,r&b/soul,French Kissing,r&b/soul
raw cosine,Johnny Was,reggae,W.O.M.A.N.,blues,Shimmy_ Shimmy_ Ko-Ko-Bop (Single Version),latin,Stereo,r&b/soul
raw cosine,Riding High,reggae,Northern Girls,jazz,Prodigal Son,blues,Holdin' On [Missin' U] (Album Version),r&b/soul
raw cosine,Soul Shakedown,reggae,Ringa Ding Ding,electronic,Not Your Baby,pop,Pink Ego Box,rock
raw cosine,Trenchtown Rock,reggae,I'm Catching Hell (Living Here Alone) (Digitally Remastered 02),jazz,Bull Dog Blues,blues,You & I,hip hop
raw cosine,Eternal Feedback (Sly),reggae,She's The Sun,electronic,Stay Too Long,r&b/soul,Don't Change Your Plans,rock
raw cosine,Black Progress,reggae,Bags,punk,Slowes' Comb/The May 4th Movement starring Doodlebug,reggae,Big Black Cadillac Blues,blues
raw cosine,Reggae On Broadway,reggae,Groove Is On,electronic,Näin minä vihellän matkallani,pop,There's A Rugged Road,folk
raw cosine,Rebels Hop,reggae,A Groovy Kind Of Love (Live),pop,Sweet Misery,r&b/soul,Black Magic Woman,blues
raw cosine,Stop The Train,reggae,Hunter,electronic,Key To The Highway,blues,Slave,reggae
raw cosine,This Train,reggae,Psychopath,metal,Ridin Home,blues,C.O.A.,electronic
raw cosine,Defeat You,reggae,Everytime I...,r&b/soul,Mury,reggae,Heroine,folk
raw cosine,Don't Get Nine,reggae,Don't Let It Get To You (Album Version),pop,Dont Cry,punk,Graduation Day,hip hop
raw cosine,Feva Las Vegas,reggae,Concerto,hip hop,Soopaman Luva 3,hip hop,Claimin' True,hip hop
raw cosine,Secrets,reggae,Club Megamix,rock,Freezin In The Cold,hip hop,Keep Moving,hip hop
raw cosine,Work Work,reggae,Breakin Me,blues,Hook,blues,Call On Me,blues
raw cosine,Good Rats (Live),reggae,That's How Country Boys Roll,country,The Molly Maguires,folk,Plain Clothes,electronic
raw cosine,Sol_ Playa Y Arena,reggae,La Aristocracia del Barrio,latin,El Arado,latin,La Carencia,reggae
raw cosine,I Don't Want To See You Cry,reggae,Dont Cry,punk,Give Me All Your Love,electronic,Not Your Baby,pop
raw cosine,Come Back Darling,reggae,Waiting For The Day,folk,I Need You,hip hop,Your Love Made A U Turn,rock
raw cosine,Here I Am (Come And Take Me),reggae,Girls,electronic,Comfort,rock,Come Take Me Over,pop
raw cosine,Light My Fire,reggae,Love You Till Friday,punk,Radar,pop,Don't You Know,r&b/soul
raw cosine,Til Kingdom Come,rock,Meditation,jazz,Hidden,folk,Seven Seas,r&b/soul
raw cosine,Brothers Under The Bridges ('83),rock,Daddy Sang Bass,country,Immortal Chant,metal,Last Night,rock
raw cosine,The Big Payback,rock,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,Lifestylez Ov Da Poor & Dangerous,hip hop,It's Like That,jazz
raw cosine,The Ties That Bind,rock,Angelina,latin,It's Only Your Life,folk,That Smell,rock
raw cosine,Sam's Town,rock,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,Act A Fool,hip hop,Book Of Life,hip hop
raw cosine,Pink Ego Box,rock,Breakin Me,blues,Descending,rock,Blue Monday,blues
raw cosine,Secrets,rock,Hot Sex,hip hop,Johnson City,country,House Full Of Riches (LP Version),folk
raw cosine,Come Back,rock,This Empty Place,r&b/soul,Hit The Road Jack,hip hop,Coming Back,rock
raw cosine,Time Is On My Side,rock,Bump,reggae,Sunny Road,folk,My Time,folk
raw cosine,Fight (1994 Digital Remaster),rock,Let's Get Crazy,hip hop,Boom Boom Guetta,hip hop,Knowledge Of Self,jazz
raw cosine,This Ain't A Love Song,rock,I Think I Love You,reggae,Waiting For The Day,r&b/soul,Hot Sex,hip hop
raw cosine,Superman Tonight,rock,Angelina,latin,Revenge,metal,I Care,country
raw cosine,Bad Obsession,rock,It's De-Lovely,jazz,I Know You Got Soul,hip hop,Complicated,country
raw cosine,Anything That's Part Of You,rock,All Of Me,r&b/soul,I Try,r&b/soul,Even So,folk
raw cosine,So I Thought,rock,The Irony Of It All (Album Version),electronic,Gold,folk,Runaway,hip hop
raw cosine,You're All I've Got Tonight,rock,Flowerstand Man,electronic,Dont Cry,punk,Don't Need The Sun To Shine (To Make Me Smile),r&b/soul
raw cosine,Signal Fire,rock,Kid Gloves,pop,There You Are,country,Eradicate Authority,metal
raw cosine,The Lightning Strike,rock,Closer To You,electronic,Gold,folk,ATLiens,hip hop
raw cosine,Dumb,rock,Slave,reggae,Hunter,electronic,Liquid,metal
raw cosine,Something In The Way,rock,1-2-8,reggae,Something In The Air Between Us,jazz,I Live In A Suitcase,electronic
raw cosine,Oh! Gravity.,rock,Tu Vas Me Manquer,reggae,Dear Heart,rock,This Is A Low,pop
raw cosine,Hotel Yorba,rock,Preachin' To The Choir,country,Rabbit Run,hip hop,Claimin' True,hip hop
raw cosine,Prickly Thorn_ But Sweetly Worn (Live),rock,Dame De Lotus,electronic,Newgrange,folk,Cachos De Vaca,reggae
raw cosine,St. Andrew (This Battle Is In The Air),rock,I Don't Know Where I'm Bound,country,Flowers On The Wall,pop,Soobax,hip hop
raw cosine,I Was Meant For the Stage,rock,Unsung Songs,punk,Snoopafella (Edited),hip hop,Overcome,pop
raw cosine,Alpha Beta Parking Lot,rock,When The Shades Go Down,r&b/soul,Down In The Alley,blues,Going Down Town Tonight,blues
raw cosine,An Ode To No One,rock,Hook,blues,Club Megamix,rock,My Darling,hip hop
raw cosine,Over My Head (Cable Car),rock,Baby Phife's Return,hip hop,Impact,hip hop,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop
raw cosine,No I In Threesome,rock,Time & Space (A New Refutation Of),hip hop,Virtual Insanity,r&b/soul,I'm On The Mic,reggae
raw cosine,Pace Is The Trick,rock,Get Sick Soon,folk,I Will Survive,jazz,I Still Love You,r&b/soul
raw cosine,Embryo,rock,a piece of my heart,electronic,Life Is Real,hip hop,Pain,hip hop
raw cosine,Borderline,rock,Slow Dancin',r&b/soul,Bang A Gong/Funtime (Live),punk,Driving With The Brakes On,rock
raw cosine,March Of The Pigs,rock,I Want It All,electronic,The Workout,pop,Givin' It Up,jazz
raw cosine,Burn,rock,Iodine,folk,The Awakening,metal,The Biggest Part Of Me,r&b/soul
raw cosine,Something I Can Never Have,rock,Pervert,electronic,Rabbit Run,hip hop,Descending,rock
raw cosine,It's Your World Now,rock,It's Your World,electronic,Trans DF Express,r&b/soul,Physical Stamina,hip hop
raw cosine,Something There Is About You,rock,Closer To You,electronic,Numbers,country,Rebirth,hip hop
raw cosine,From Underneath,rock,Revenge,metal,I Try,r&b/soul,Even So,folk
raw cosine,Turn It On,rock,Still On It,metal,Soon Forward,reggae,Touch It / Technologic,electronic
raw cosine,Something On My Mind,rock,Add It Up,rock,Strictly 4 My N.I.G.G.A.Z.,hip hop,Battery,hip hop
tfidf inner product,All The Things You Are,blues,Happy Boys & Girls,pop,Angel,hip hop,Being With You,pop
tfidf inner product,Vultures,blues,Interlude 5,r&b/soul,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,Honest Expression,hip hop
tfidf inner product,Out Of My Mind,blues,Interlude 5,r&b/soul,If I Had,hip hop,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop
tfidf inner product,Hump Bounce,blues,Ear Drums Pop,hip hop,1st Booty On Duty,hip hop,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop
tfidf inner product,Intro - The Sermon,blues,Interlude 5,r&b/soul,Man In The Mirror,pop,Honest Expression,hip hop
tfidf inner product,Call On Me,blues,Interlude 5,r&b/soul,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,Just Right,r&b/soul
tfidf inner product,Oceans and Streams,blues,8 Mile,hip hop,Man In The Mirror,pop,Da Mystery Of Chessboxin',hip hop
tfidf inner product,10 A.M. Automatic,blues,Interlude 5,r&b/soul,Hey Ya!,hip hop,She Ain't Afraid,hip hop
tfidf inner product,Aeroplane Blues,blues,Otha Fish,hip hop,8 Mile,hip hop,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop
tfidf inner product,All Hands Against His Own,blues,She Got Kids,r&b/soul,Brotha,r&b/soul,Find A Way,hip hop
tfidf inner product,Black Door,blues,Jeep Ass Niguh,hip hop,Man In The Mirror,pop,Take Me To The Backseat (Album Version),rock
tfidf inner product,Busted,blues,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,Interlude 5,r&b/soul,Slam,hip hop
tfidf inner product,Give Your Heart Away,blues,Man In The Mirror,pop,5 Miles To Empty,r&b/soul,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop
tfidf inner product,Grown So Ugly,blues,Interlude 5,r&b/soul,Snoopafella (Edited),hip hop,Safe + Sound,hip hop
tfidf inner product,Hard Row,blues,Man In The Mirror,pop,Mr. Outsider,hip hop,Pray For Me,country
tfidf inner product,I Got Mine,blues,You Left Me,electronic,Do The Bartman,hip hop,A game,hip hop
tfidf inner product,If You See Me,blues,Man In The Mirror,pop,Fool For Love,hip hop,Soopaman Luva 3,hip hop
tfidf inner product,Lies,blues,One of Us,hip hop,Interlude 5,r&b/soul,Hey Ya!,hip hop
tfidf inner product,Next Girl,blues,She Ain't Afraid,hip hop,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,Interlude 5,r&b/soul
tfidf inner product,No Fun,blues,No Fun (Remasterd LP Version),punk,Girls Just Want To Have Fun,pop,By The Way,hip hop
tfidf inner product,Stack Shot Billy,blues,Shot Of Love,blues,Face Down,hip hop,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop
tfidf inner product,Ten Cent Pistol,blues,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,She Ain't Afraid,hip hop,Interlude 5,r&b/soul
tfidf inner product,The Flame,blues,Interlude 5,r&b/soul,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,Kissing The Flames,country
tfidf inner product,These Days,blues,Interlude 5,r&b/soul,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,Last to Know,jazz
tfidf inner product,When The Lights Go Out,blues,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,Interlude 5,r&b/soul,I Mean (I Don't Mean It),r&b/soul
tfidf inner product,Have Love Will Travel,blues,Plumskinzz (Loose Hoe_ God & Cupid),hip hop,Slam,hip hop,Slam Harder,hip hop
tfidf inner product,C.C. Rider,blues,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,The Hourglass,metal,Overdose (Album Version),hip hop
tfidf inner product,I Got a Woman,blues,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,Luv Me Up,reggae,Ain't No Woman (Like The One I've Got),r&b/soul
tfidf inner product,The Sun's Gonna Shine Again,blues,Black Dog,country,Keepin' It Strong,hip hop,One of Us,hip hop
tfidf inner product,Losing Hand,blues,Interlude 5,r&b/soul,Caught Up,r&b/soul,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop
tfidf inner product,Nobody But Me (Album Version),blues,Interlude 5,r&b/soul,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,Nasty Grind,r&b/soul
tfidf inner product,A Sunday Kind of Love,blues,Find A Way,hip hop,Sprung,r&b/soul,She Got Kids,r&b/soul
tfidf inner product,I Just Want To Make Love To You,blues,Interlude 5,r&b/soul,Blue (I'm Still Here With You),jazz,Luv Me Up,reggae
tfidf inner product,My Dearest Darling,blues,My Darling,hip hop,Hold You,reggae,Your Eyes,r&b/soul
tfidf inner product,W.O.M.A.N.,blues,Take My Money,reggae,Touch Me,blues,Man! I Feel Like A Woman!,country
tfidf inner product,Alberta,blues,Try Our Love Again,r&b/soul,Ain't Had No Lovin',country,8 Mile,hip hop
tfidf inner product,Before You Accuse Me (Take A Look At Yourself),blues,Before You Accuse Me,blues,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,Interlude 5,r&b/soul
tfidf inner product,Early In The Morning,blues,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,All For One (Explicit) (2006 Remastered LP Version),hip hop,What's On Your Mind,hip hop
